node,out_degree_centrality,in_degree_centrality,katz_centrality,closeness_centrality,betweenness_centrality
Mount_St._Helens,0.0059,0.002,0.008,0.3137,0.0002
Mount_Unzen,0.0015,0.0005,0.0074,0.305,0.0
Mount_Vesuvius,0.0062,0.0015,0.0079,0.3182,0.0001
Mountain_Gorilla,0.0035,0.0002,0.0072,0.25,0.0
Mozambique,0.04,0.0222,0.0253,0.3906,0.0009
Mozilla_Firefox,0.004,0.0037,0.0083,0.2744,0.0003
Mu_Arae,0.004,0.0005,0.0074,0.2712,0.0
Muhammad,0.0091,0.0096,0.0137,0.3634,0.0004
Muhammad_Ali,0.002,0.0012,0.0075,0.2769,0.0
Muhammad_Ali_Jinnah,0.0054,0.0022,0.0082,0.3118,0.0001
Muhammad_Iqbal,0.0079,0.0005,0.0073,0.2721,0.0
Muhammad_ibn_Musa_al-Khwarizmi,0.0057,0.0007,0.0074,0.2662,0.0
Multiculturalism,0.0133,0.0049,0.0134,0.4016,0.0008
Multiple_sclerosis,0.0089,0.0025,0.0084,0.3271,0.0003
Multiple_sequence_alignment,0.0015,0.0002,0.0072,0.2304,0.0
Mumbai,0.0141,0.0099,0.0135,0.3689,0.0011
Mummy,0.0119,0.0037,0.0086,0.3195,0.0003
Munich,0.0136,0.016,0.0157,0.3784,0.0012
Murray_River,0.0035,0.0012,0.0076,0.3053,0.0
"Muscat,_Oman",0.0072,0.0012,0.0087,0.341,0.0
Music,0.0059,0.024,0.0238,0.4243,0.0012
Music_of_Antigua_and_Barbuda,0.002,0.0012,0.0075,0.2592,0.0
Music_of_Barbados,0.004,0.0015,0.0077,0.2944,0.0001
Music_of_Dominica,0.0035,0.0012,0.0075,0.2592,0.0001
Music_of_Hawaii,0.004,0.0005,0.0073,0.2724,0.0002
Music_of_Hungary,0.0057,0.0002,0.0075,0.3053,0.0
Music_of_Ireland,0.0052,0.001,0.0074,0.2761,0.0
Music_of_Italy,0.0074,0.0002,0.0072,0.2723,0.0
Music_of_Martinique_and_Guadeloupe,0.0042,0.0015,0.0076,0.2592,0.0001
Music_of_New_Zealand,0.004,0.0002,0.0072,0.2141,0.0
Music_of_Spain,0.0096,0.0015,0.0077,0.2932,0.0
Music_of_Trinidad_and_Tobago,0.0059,0.0015,0.0076,0.2592,0.0001
Music_of_the_Bahamas,0.0059,0.001,0.0074,0.2592,0.0
Music_of_the_Lesser_Antilles,0.0052,0.0007,0.0073,0.2059,0.0
Music_of_the_United_States,0.0141,0.0017,0.0097,0.374,0.0016
Music_of_the_trecento,0.003,0.0002,0.0072,0.2581,0.0
Musical_instrument,0.002,0.0116,0.0134,0.3642,0.0002
Mustard_plant,0.0035,0.0017,0.0079,0.3058,0.0003
Mustard_seed,0.0091,0.0002,0.0072,0.2342,0.0
Muttaburrasaurus,0.0035,0.0002,0.0073,0.284,0.0003
Myanmar,0.0114,0.024,0.0297,0.4199,0.001
Myco-heterotrophy,0.0005,0.0002,0.0072,0.2561,0.0
Myers-Briggs_Type_Indicator,0.0012,0.0002,0.0072,0.2468,0.0
Myocardial_infarction,0.004,0.0057,0.0092,0.3219,0.0003
Mysticism,0.0077,0.0052,0.0095,0.3355,0.0003
Mythology,0.0057,0.0151,0.0139,0.3682,0.0008
Myxobolus_cerebralis,0.0072,0.0002,0.0072,0.2794,0.0002
NATO,0.0237,0.0198,0.0352,0.4416,0.0017
Nadia_Comăneci,0.003,0.0002,0.0075,0.3084,0.0
Nagorno-Karabakh_War,0.0084,0.0005,0.0077,0.3001,0.0
Nahuatl_language,0.0035,0.0017,0.0082,0.3262,0.0
Nairobi,0.0077,0.004,0.01,0.3501,0.0001
Names_of_God_in_Judaism,0.0042,0.0007,0.0081,0.3313,0.0
Namibia,0.0106,0.0165,0.0217,0.399,0.0005
Napoleon_I_of_France,0.0119,0.0277,0.0292,0.4232,0.0015
Napoleonic_Wars,0.0099,0.0151,0.019,0.3979,0.0006
Napster,0.001,0.0002,0.0072,0.2359,0.0
Nash_equilibrium,0.0012,0.001,0.0074,0.2617,0.0
"Nashville,_Tennessee",0.0111,0.0052,0.0097,0.3292,0.0002
Natalie_Portman,0.0077,0.0012,0.0076,0.2899,0.0004
Nathu_La,0.0047,0.0002,0.0072,0.2598,0.0
National_Anthem_of_Russia,0.0027,0.0002,0.008,0.3368,0.0
"National_Gallery,_London",0.0089,0.0037,0.0092,0.338,0.0002
National_Hockey_League,0.0069,0.0077,0.0124,0.3622,0.0001
National_parks_of_England_and_Wales,0.0064,0.001,0.0083,0.3411,0.0009
Nationalism,0.0267,0.0175,0.022,0.4004,0.0015
Nationality,0.004,0.0064,0.0104,0.3395,0.0001
Natural_disaster,0.0158,0.0035,0.0085,0.3166,0.0003
Natural_gas,0.0101,0.0195,0.0282,0.4405,0.0016
Natural_selection,0.004,0.0109,0.0128,0.3645,0.0006
Nature,0.017,0.0099,0.0129,0.3675,0.0017
Nauru,0.0086,0.0059,0.0127,0.3636,0.0002
Naval_Battle_of_Guadalcanal,0.0035,0.0015,0.0087,0.3462,0.0006
Navassa_Island,0.0138,0.0007,0.01,0.3805,0.0001
Nazi_Germany,0.0116,0.0306,0.0314,0.4209,0.0016
Nazism,0.0123,0.0286,0.0268,0.412,0.0013
Necktie,0.0035,0.0007,0.0076,0.308,0.0
Neighbours,0.0035,0.0007,0.0074,0.2792,0.0
Neil_Armstrong,0.0084,0.004,0.0106,0.379,0.0013
Neil_Young,0.0072,0.001,0.0074,0.2777,0.0
Nelson_Mandela,0.0104,0.0079,0.0109,0.3452,0.0004
Nematode,0.0022,0.0005,0.0073,0.2791,0.0005
Neoclassicism,0.0096,0.0054,0.0099,0.344,0.0003
Neodymium,0.0062,0.0025,0.0083,0.2887,0.0
Neon,0.0062,0.0062,0.0109,0.3244,0.0001
Nepal,0.0091,0.017,0.0219,0.3893,0.0004
Neptune,0.0054,0.0062,0.0102,0.3389,0.0002
Neptunium,0.0054,0.0027,0.0083,0.2821,0.0
Netball,0.0037,0.0022,0.0093,0.3493,0.0
Netherlands,0.0286,0.0795,0.0694,0.4914,0.0072
Netherlands_Antilles,0.0101,0.0049,0.0155,0.4069,0.0001
Neutron,0.0049,0.0294,0.0216,0.366,0.0007
New_Caledonia,0.0079,0.0047,0.0132,0.3835,0.0002
New_Delhi,0.0027,0.0054,0.0108,0.3572,0.0
New_England_Patriots,0.0012,0.0007,0.0075,0.2926,0.0
New_Forest,0.0047,0.0015,0.0076,0.2824,0.0
New_York_City,0.0175,0.0694,0.0454,0.4624,0.0048
New_Zealand,0.0212,0.0684,0.0456,0.4591,0.008
New_moon,0.0012,0.001,0.0076,0.3067,0.0
"Newark,_New_Jersey",0.0094,0.0017,0.0084,0.3334,0.0002
Newcastle_upon_Tyne,0.0148,0.0044,0.0104,0.3606,0.0005
Newmarket,0.0037,0.0005,0.0074,0.278,0.0
Newspaper,0.0084,0.0091,0.012,0.3609,0.0005
Niagara_Falls,0.0052,0.0022,0.009,0.3484,0.0001
Nicaragua,0.0116,0.017,0.0212,0.4165,0.0009
Niccolò_Machiavelli,0.0025,0.0032,0.0089,0.3323,0.0
Niccolò_Paganini,0.0035,0.0015,0.0082,0.3283,0.0
Nickel,0.0086,0.0116,0.0141,0.3653,0.0007
Nicolaus_Copernicus,0.0111,0.0049,0.0108,0.3588,0.0003
Niels_Bohr,0.0069,0.0054,0.0104,0.351,0.0004
Niger,0.0109,0.0151,0.0212,0.3763,0.0003
Niger_River,0.0049,0.0037,0.0095,0.3246,0.0
Nigeria,0.0165,0.0237,0.0276,0.4205,0.0011
Nightingale,0.003,0.0005,0.0072,0.1973,0.0001
Nikola_Tesla,0.0131,0.0037,0.0092,0.3446,0.0005
Nikolai_Rimsky-Korsakov,0.0015,0.0017,0.0079,0.3064,0.0
Nile,0.0081,0.0148,0.0168,0.3774,0.0005
Nineteen_Eighty-Four,0.0116,0.0017,0.0078,0.2995,0.0002
Nintendo,0.0086,0.0057,0.01,0.3483,0.0015
Nintendo_DS,0.0027,0.0025,0.0079,0.2664,0.0
Nintendo_Entertainment_System,0.0037,0.0035,0.0083,0.2841,0.0001
Niobium,0.0109,0.0032,0.0087,0.2875,0.0001
Nirvana_(band),0.0037,0.0032,0.0083,0.3017,0.0
Nitrification,0.002,0.0012,0.0078,0.3005,0.0
Nitrogen,0.0114,0.0262,0.0214,0.3937,0.0018
Nitrogen_cycle,0.0047,0.0015,0.008,0.308,0.0
Nitrogen_fixation,0.002,0.003,0.0088,0.3259,0.0
Niue,0.0037,0.0037,0.0098,0.3449,0.0
Noam_Chomsky,0.0072,0.0042,0.0099,0.3455,0.0002
Nobel_Peace_Prize,0.0141,0.0099,0.0131,0.3556,0.0006
Nobelium,0.0042,0.002,0.008,0.275,0.0
Nobiin_language,0.0032,0.0007,0.0075,0.2864,0.0001
Norfolk,0.0077,0.0067,0.0107,0.3535,0.0007
Norfolk_Island,0.0079,0.0017,0.0088,0.3455,0.0001
Norman_Borlaug,0.0146,0.0007,0.0074,0.289,0.0001
Norman_conquest_of_England,0.0059,0.002,0.0088,0.3445,0.0
Norse_mythology,0.0057,0.0067,0.01,0.3413,0.0006
North_Africa,0.0081,0.0232,0.0302,0.4463,0.0006
North_America,0.019,0.0909,0.0632,0.4906,0.0064
North_Atlantic_oscillation,0.0032,0.0002,0.0072,0.2697,0.0
North_Korea,0.0081,0.0158,0.0264,0.4246,0.0003
North_Sea,0.0049,0.0148,0.0243,0.4278,0.0004
North_Sea_flood_of_1953,0.0042,0.0007,0.008,0.333,0.0
North_Sea_oil,0.0064,0.0015,0.0088,0.3452,0.0004
Northern_Ireland,0.0114,0.0195,0.0238,0.4186,0.0009
Northern_Mariana_Islands,0.0057,0.003,0.0107,0.3783,0.0001
Northern_Pacific_Railway,0.0059,0.0002,0.0072,0.1709,0.0002
Northwest_Africa,0.0067,0.0002,0.0074,0.3086,0.0
Norway,0.0153,0.0496,0.0444,0.4547,0.0029
Norwich,0.0114,0.0035,0.0083,0.3022,0.0002
Nostradamus,0.0062,0.0005,0.0072,0.2568,0.0
Nottingham,0.0153,0.0042,0.0096,0.3462,0.0004
Nouakchott,0.003,0.0012,0.009,0.3449,0.0
Novel,0.0136,0.018,0.0152,0.3788,0.0016
Novelty_(locomotive),0.0012,0.0002,0.0072,0.2179,0.0
Nuclear_fission,0.0084,0.0067,0.0106,0.3493,0.0003
Nuclear_power,0.0126,0.0059,0.0144,0.4044,0.0008
Nuclear_weapon,0.0079,0.017,0.0228,0.4293,0.0013
Number,0.0099,0.0032,0.0089,0.3328,0.0005
Numismatics,0.0035,0.0012,0.0087,0.339,0.0
Nurse_sharks,0.002,0.0002,0.0072,0.2239,0.0
Nuthatch,0.0017,0.0005,0.0072,0.2327,0.0
Nutmeg,0.0077,0.0042,0.0093,0.3309,0.0002
Nutrition,0.0126,0.004,0.0093,0.3407,0.0004
Oasis_(band),0.0049,0.0027,0.0105,0.3733,0.0006
Oat,0.0109,0.0027,0.009,0.3365,0.0001
Obi-Wan_Kenobi,0.0032,0.0007,0.0073,0.2222,0.0
Ocean,0.0106,0.0185,0.0188,0.3966,0.0018
Oceania,0.0121,0.0136,0.0214,0.4194,0.0007
Oceanography,0.0057,0.0032,0.0089,0.3358,0.0001
Odin,0.0037,0.0035,0.0086,0.3221,0.0001
Odysseus,0.0074,0.004,0.0088,0.3207,0.0002
Odyssey,0.0035,0.0062,0.0098,0.3299,0.0001
Oenothera,0.0047,0.0002,0.0072,0.206,0.0
Oil_painting,0.0025,0.0017,0.0079,0.3132,0.0
Oil_refinery,0.0044,0.0044,0.0098,0.3496,0.0003
Oil_reservoir,0.0027,0.001,0.008,0.3227,0.0
Okapi,0.0044,0.0005,0.0074,0.2849,0.0
Olaudah_Equiano,0.0027,0.0002,0.0072,0.2129,0.0
Old_English_language,0.0049,0.0099,0.0131,0.376,0.0003
Old_Nubian_language,0.002,0.0005,0.0072,0.2373,0.0
Old_Swiss_Confederacy,0.0022,0.0007,0.0073,0.2604,0.0
Oleg_of_Novgorod,0.001,0.0002,0.0072,0.2589,0.0
Oligarchy,0.0042,0.0079,0.0128,0.3622,0.0002
Oligocene,0.0047,0.0044,0.0092,0.3371,0.0002
Olive_oil,0.0141,0.0042,0.0102,0.35,0.0042
Oliver_Cromwell,0.0079,0.0111,0.0128,0.3541,0.0004
Oliver_Twist,0.0067,0.0007,0.0074,0.2853,0.0001
Ollanta_Humala,0.0042,0.0002,0.0074,0.3038,0.0
Olmec,0.0035,0.0015,0.0081,0.3283,0.0
Olympic_Games,0.0286,0.0188,0.0244,0.4337,0.0036
Oman,0.0059,0.0121,0.0199,0.3804,0.0001
Omega-3_fatty_acid,0.004,0.0017,0.0078,0.2941,0.0001
Onion,0.0054,0.004,0.0093,0.3419,0.0002
Onion_dome,0.0015,0.0007,0.0077,0.3111,0.0
OpenBSD,0.0032,0.0012,0.0075,0.2429,0.0
OpenOffice.org,0.003,0.0007,0.0075,0.3056,0.0003
Open_cluster,0.0044,0.0017,0.0079,0.2859,0.0
Open_source,0.0047,0.0027,0.008,0.2925,0.0005
Opera,0.0091,0.0193,0.0188,0.4033,0.0028
Oppression,0.0007,0.0012,0.0078,0.3045,0.0
Optical_fiber,0.0025,0.002,0.0082,0.3277,0.0001
Optical_microscope,0.0022,0.0005,0.0073,0.2636,0.0
Optical_telescope,0.0015,0.0005,0.0073,0.2628,0.0
Opus_Dei,0.0015,0.0005,0.0074,0.2803,0.0
Orbit_(anatomy),0.0007,0.0002,0.0072,0.2608,0.0
Orca,0.0101,0.0037,0.0087,0.3241,0.0004
Order_of_Canada,0.0047,0.0012,0.0077,0.2998,0.0
Order_of_St._Patrick,0.0054,0.0002,0.0072,0.2418,0.0
Order_of_the_Bath,0.0077,0.0032,0.0083,0.2867,0.0001
Order_of_the_Garter,0.0074,0.0077,0.0104,0.3178,0.0001
Order_of_the_Thistle,0.0059,0.0025,0.0083,0.3037,0.0001
Ordinal_number,0.001,0.0007,0.0074,0.2843,0.0
Ordinary_differential_equation,0.001,0.001,0.0074,0.2533,0.0
Ordination_of_women,0.0094,0.0007,0.0075,0.3015,0.0
Ordovician,0.0042,0.0035,0.0091,0.3348,0.0001
Oregano,0.0044,0.0035,0.0085,0.3102,0.0002
Oregon,0.0079,0.0096,0.0138,0.3916,0.0006
Organism,0.0111,0.0116,0.0146,0.3768,0.0011
Organization,0.0042,0.0032,0.0103,0.3537,0.0001
Orion_Nebula,0.0054,0.0012,0.0076,0.2817,0.0
Orkney,0.0086,0.0062,0.0121,0.3738,0.0004
Ornithischia,0.0037,0.0047,0.0089,0.2963,0.0001
Oroonoko,0.0062,0.0002,0.0072,0.2748,0.0
Osaka,0.0081,0.0047,0.0103,0.3524,0.0002
Osama_bin_Laden,0.0119,0.0037,0.0093,0.3317,0.0002
Osiris,0.003,0.0007,0.0074,0.2742,0.0001
Oslo,0.0062,0.0052,0.0131,0.3885,0.0001
Osmium,0.0074,0.0022,0.0082,0.2854,0.0001
Osprey,0.0059,0.0012,0.0075,0.2832,0.0001
Ostrich,0.0111,0.0044,0.0088,0.3039,0.0007
Oswald_of_Northumbria,0.0035,0.001,0.0074,0.2573,0.0
Ottawa,0.0079,0.0069,0.0126,0.373,0.0002
Otter,0.0037,0.002,0.008,0.3131,0.0001
Otto_von_Bismarck,0.0064,0.0017,0.0094,0.358,0.0
Ottoman_Empire,0.0207,0.0388,0.042,0.4297,0.0021
Ouagadougou,0.0047,0.001,0.0083,0.333,0.0
Outer_Hebrides,0.0015,0.0035,0.0089,0.3244,0.0
Overseas_Railroad,0.0025,0.0002,0.0072,0.1853,0.0
Oviraptor,0.0044,0.001,0.0075,0.2654,0.0001
Owl,0.0079,0.0054,0.0109,0.367,0.0014
Oxbow_lake,0.0022,0.0007,0.0074,0.2906,0.0003
Oxford,0.0091,0.0146,0.0133,0.3582,0.001
Oxygen,0.0074,0.0489,0.0312,0.4096,0.0023
Oxyrhynchus,0.0044,0.0005,0.0073,0.2786,0.0
Ozone,0.0106,0.0077,0.0109,0.3484,0.0004
Ozone_depletion,0.0042,0.003,0.0085,0.3151,0.0001
Póvoa_de_Varzim,0.0101,0.0005,0.0074,0.2934,0.0
PONG,0.0007,0.0015,0.0077,0.2957,0.0
PRR_GG1,0.0022,0.0005,0.0073,0.2785,0.0
PSR_B1620-26c,0.0025,0.0005,0.0073,0.231,0.0
Pablo_Picasso,0.0044,0.0069,0.0109,0.3482,0.0001
Pac-Man,0.0057,0.0012,0.0075,0.2749,0.0003
Pachycephalosaurus,0.0027,0.0002,0.0072,0.243,0.0
Pacific_Ocean,0.0215,0.041,0.0369,0.4484,0.0045
Painting,0.018,0.0094,0.0125,0.3673,0.0012
Pakistan,0.0116,0.0444,0.0444,0.4436,0.0029
Palace_of_Westminster,0.0096,0.0072,0.0137,0.383,0.0006
Palau,0.0064,0.0035,0.0127,0.3873,0.0002
Palazzo_Pitti,0.0042,0.0002,0.0072,0.2633,0.0
Paleocene,0.0057,0.003,0.0085,0.3111,0.0001
Paleontology,0.0057,0.0069,0.0108,0.3546,0.0003
Palestinian_territories,0.0044,0.004,0.0116,0.3562,0.0
Pali_Canon,0.0005,0.002,0.0081,0.3169,0.0
Palladian_architecture,0.0074,0.0012,0.0076,0.3014,0.0005
Palladium,0.0089,0.0044,0.0095,0.3194,0.0001
Palm_oil,0.004,0.0047,0.0105,0.3486,0.0004
Palmyra_Atoll,0.0037,0.0005,0.0092,0.3732,0.0
Pan_Am_Flight_103,0.0086,0.0015,0.0078,0.3061,0.0
Panama,0.0069,0.0143,0.0205,0.4125,0.0002
Panama_Canal,0.0069,0.0069,0.0115,0.361,0.0002
Papal_conclave,0.0067,0.001,0.0074,0.2501,0.0
Paprika,0.0022,0.0035,0.0087,0.3215,0.0
Papua_New_Guinea,0.0128,0.0111,0.0163,0.3844,0.0007
Paraguay,0.0049,0.0091,0.0152,0.3752,0.0001
Paris,0.0277,0.0728,0.0529,0.4744,0.0092
Park,0.0114,0.0047,0.0091,0.3334,0.0003
Parliament_of_Canada,0.004,0.003,0.0098,0.3536,0.0001
Parliament_of_Malaysia,0.0032,0.0012,0.0079,0.3134,0.0008
Parliament_of_the_United_Kingdom,0.0126,0.0151,0.018,0.3958,0.0009
Parliamentary_system,0.0185,0.0143,0.0254,0.4152,0.0013
Parrot,0.0062,0.004,0.0092,0.3419,0.0012
Parsley,0.0101,0.0037,0.0083,0.2719,0.0002
Parsnip,0.003,0.0007,0.0074,0.2638,0.0
Parthenon,0.0062,0.0037,0.0096,0.3459,0.0001
Pashtun_people,0.0121,0.0007,0.0076,0.2969,0.0003
Passenger_Pigeon,0.0042,0.001,0.0076,0.2795,0.0001
Pat_Cash,0.0037,0.0007,0.0073,0.2661,0.0
Patna,0.0057,0.001,0.0075,0.2975,0.0
Paul_Cézanne,0.0025,0.0025,0.0083,0.3194,0.0
Paul_Dirac,0.0079,0.0037,0.0092,0.3371,0.0006
Paul_Kane,0.0069,0.0005,0.0073,0.2859,0.0
Paul_McCartney,0.0133,0.0049,0.0091,0.3214,0.0004
Paul_of_Tarsus,0.0025,0.0089,0.0126,0.3573,0.0001
Pea,0.0064,0.0044,0.0102,0.3519,0.0003
Peace,0.0072,0.0042,0.011,0.3806,0.0002
Peaceful_coexistence,0.0037,0.0002,0.0073,0.2832,0.0
Peafowl,0.0027,0.0005,0.0073,0.2609,0.0003
Peak_District,0.0072,0.0012,0.0089,0.3539,0.0007
Peanut,0.0094,0.0049,0.0097,0.3331,0.0003
Pearl,0.0022,0.0042,0.0095,0.3408,0.0
Pedagogy,0.0012,0.0007,0.0074,0.2858,0.0
Pelé,0.004,0.0025,0.0088,0.3382,0.0001
Pelagic_zone,0.0012,0.0015,0.0077,0.2887,0.0
Pellagra,0.0022,0.0015,0.0077,0.3048,0.0
Pelycosaur,0.0027,0.0015,0.0079,0.3065,0.0
Penda_of_Mercia,0.0035,0.001,0.0074,0.259,0.0
Penguin,0.0077,0.0054,0.0097,0.3414,0.0005
Pennine_Way,0.0022,0.0005,0.0072,0.2615,0.0003
Pennsylvania_Railroad,0.0035,0.0057,0.0089,0.2869,0.0003
Pentateuch,0.0005,0.0012,0.0078,0.3113,0.0
People's_Republic_of_China,0.0215,0.0657,0.0657,0.4851,0.0047
Peregrine_Falcon,0.0072,0.0012,0.0075,0.2531,0.0
Perfect_number,0.001,0.0002,0.0072,0.2339,0.0
Pericles,0.0052,0.003,0.0086,0.3262,0.0001
Periodic_table,0.0331,0.0269,0.0193,0.3489,0.0047
Periodic_table_(large_version),0.0291,0.0002,0.0073,0.2587,0.0
Perl,0.0017,0.0027,0.0081,0.3094,0.0001
Permian,0.0074,0.0059,0.0101,0.3434,0.0003
Pernicious_anemia,0.001,0.0007,0.0073,0.2465,0.0
Persian_Empire,0.0151,0.0198,0.023,0.401,0.0011
Persian_Gulf,0.004,0.0121,0.0166,0.3711,0.0001
Persian_literature,0.0049,0.001,0.0078,0.3085,0.0
"Perth,_Western_Australia",0.0086,0.0072,0.0105,0.349,0.0006
Peru,0.023,0.0284,0.0293,0.4363,0.0038
Pete_Sampras,0.0121,0.0032,0.0084,0.3073,0.0004
Peter_Grimes,0.001,0.0002,0.0072,0.2723,0.0
Peter_I_of_Russia,0.0025,0.004,0.011,0.359,0.0
Peter_Paul_Rubens,0.003,0.0059,0.01,0.3395,0.0001
Peterborough_Chronicle,0.003,0.0007,0.0073,0.2345,0.0
Petroleum,0.0188,0.041,0.0429,0.4593,0.0046
Phase_(matter),0.0057,0.0383,0.0244,0.3677,0.0011
Pheidippides,0.0017,0.0002,0.0072,0.2475,0.0
Philadelphia,0.0116,0.0101,0.0134,0.389,0.001
Philately,0.0017,0.0007,0.0075,0.2952,0.0
Philip_II_of_Spain,0.0067,0.0059,0.0116,0.3554,0.0002
Philippines,0.0119,0.0383,0.0374,0.4492,0.0021
Philosophiae_Naturalis_Principia_Mathematica,0.0042,0.002,0.0086,0.3366,0.0001
Philosophy,0.0215,0.0452,0.0326,0.4278,0.005
Philosophy_of_mind,0.0084,0.0027,0.0086,0.3298,0.0006
Phishing,0.002,0.0007,0.0073,0.2209,0.0
Phoenix_(spacecraft),0.0025,0.001,0.0075,0.2759,0.0003
Phoenix_Zoo,0.0035,0.0002,0.0072,0.1761,0.0002
Phonograph_cylinder,0.0015,0.0005,0.0073,0.2739,0.0
Phosphorus,0.0128,0.0096,0.0127,0.359,0.0011
Phosphorus_tribromide,0.0017,0.0012,0.0077,0.288,0.0
Phosphorus_trichloride,0.0025,0.0005,0.0073,0.2649,0.0
Photography,0.0022,0.0084,0.0114,0.3591,0.0003
Photon,0.0089,0.0104,0.0125,0.3492,0.0006
Photosynthesis,0.0062,0.0123,0.0144,0.3791,0.0008
Photosynthetic_reaction_centre,0.0037,0.0002,0.0072,0.2749,0.0
Physical_paradox,0.0047,0.0002,0.0072,0.2669,0.0
Physical_science,0.0165,0.0012,0.0079,0.3119,0.0002
Physics,0.0264,0.0306,0.0222,0.3922,0.006
Pi,0.0067,0.0025,0.0091,0.3531,0.0004
Piano,0.0044,0.0136,0.0128,0.3503,0.0006
Piccadilly_Circus,0.0032,0.001,0.0082,0.3399,0.0001
Picts,0.0059,0.0047,0.0108,0.3615,0.0003
Pig,0.0027,0.0094,0.0124,0.3667,0.0003
Pigeon,0.0059,0.0022,0.008,0.2945,0.0002
Pigment,0.0069,0.0062,0.0099,0.3401,0.0005
Pikachu,0.0032,0.0005,0.0072,0.224,0.0
Pink_Pigeon,0.0017,0.001,0.0074,0.2556,0.0
Pinworm,0.0005,0.0002,0.0072,0.2182,0.0
Pitcairn_Islands,0.0072,0.0025,0.0094,0.3478,0.0001
Plains_Zebra,0.003,0.0002,0.0072,0.2424,0.0
Planet,0.0111,0.018,0.0165,0.3712,0.0039
Planetary_habitability,0.0128,0.0022,0.0079,0.2627,0.0013
Planetary_nebula,0.0067,0.002,0.0081,0.3039,0.0003
Plant,0.0173,0.041,0.0264,0.4024,0.0054
Plasma_(physics),0.0052,0.0067,0.011,0.3466,0.0002
Plate_tectonics,0.0099,0.0131,0.0162,0.3906,0.001
Platinum,0.0089,0.0079,0.0111,0.3456,0.0005
Plato,0.0109,0.0188,0.0173,0.3789,0.0011
Platypus,0.0064,0.002,0.0087,0.3465,0.0004
Playing_card,0.0064,0.0015,0.0076,0.2835,0.0001
Pleiades_(star_cluster),0.0081,0.0012,0.0076,0.2632,0.0003
Plesiosaur,0.0057,0.0017,0.0079,0.2891,0.0002
Pliocene,0.0077,0.0037,0.0086,0.3198,0.0002
Plover,0.0015,0.0007,0.0073,0.2636,0.0002
Plum,0.0032,0.003,0.0084,0.317,0.0
Pluto,0.0079,0.0052,0.0097,0.3342,0.0003
Plutonium,0.0101,0.0091,0.011,0.3333,0.0008
Plymouth,0.0079,0.0037,0.0122,0.3934,0.0004
Pneumonia,0.0064,0.0121,0.0125,0.3601,0.0011
Pochard,0.0047,0.0002,0.0072,0.1861,0.0002
Podcasting,0.0025,0.0015,0.0078,0.305,0.0006
Poetry,0.0096,0.0193,0.0182,0.3916,0.0026
Poetry_of_the_United_States,0.0081,0.0017,0.0096,0.3739,0.0009
Poison_gas_in_World_War_I,0.0089,0.0005,0.0079,0.3282,0.0
Pokémon_Trading_Card_Game,0.0022,0.0007,0.0073,0.2364,0.0
Poland,0.0151,0.0647,0.0612,0.4769,0.0029
Polar_coordinate_system,0.0032,0.0002,0.0072,0.2569,0.0
Polar_ice_cap,0.0032,0.001,0.0078,0.3179,0.0
Police,0.0153,0.0069,0.0106,0.3441,0.0004
Police_state,0.0027,0.0012,0.0086,0.3392,0.0
Polish-Lithuanian_Commonwealth,0.0183,0.0077,0.0133,0.3593,0.0011
Polish-Muscovite_War_(1605–1618),0.0057,0.0012,0.0075,0.2677,0.0
Polish-Soviet_War,0.0081,0.0037,0.0103,0.3419,0.0002
Political_economy,0.0047,0.0059,0.0104,0.3367,0.0001
Political_integration_of_India,0.0074,0.0002,0.0072,0.2139,0.0
Political_philosophy,0.0168,0.0077,0.0112,0.3419,0.0003
Political_science,0.0062,0.0084,0.0123,0.3618,0.0003
Politics,0.0138,0.0217,0.0208,0.4031,0.0011
Politics_of_the_United_Kingdom,0.0101,0.0022,0.0079,0.2857,0.0
Pollinator,0.0027,0.0027,0.0085,0.319,0.0001
Pollinator_decline,0.0049,0.0012,0.0076,0.2815,0.0001
Pollution,0.0101,0.0106,0.0145,0.3833,0.0009
Polonium,0.0062,0.0037,0.009,0.3056,0.0001
Polymerase_chain_reaction,0.0035,0.002,0.0081,0.3269,0.0001
Pompeii,0.0032,0.0049,0.0099,0.3445,0.0001
Pond,0.0025,0.004,0.0088,0.3299,0.0001
Pontiac's_Rebellion,0.0047,0.001,0.0075,0.2947,0.0
Pony,0.0005,0.0007,0.0074,0.2826,0.0
Poor_Law,0.002,0.0015,0.0077,0.3045,0.0
Pope,0.0077,0.0212,0.0229,0.4025,0.0004
Pope_Benedict_XVI,0.0123,0.0054,0.01,0.3377,0.0002
Pope_John_Paul_II,0.0281,0.0109,0.0132,0.3572,0.0018
Pope_Pius_XII,0.0123,0.0025,0.0086,0.3252,0.0003
Popular_culture,0.0054,0.0116,0.012,0.3581,0.0004
Popular_culture_studies,0.002,0.0002,0.0072,0.2008,0.0
Population_history_of_American_indigenous_peoples,0.0059,0.0002,0.0072,0.2727,0.0003
Porgy_and_Bess,0.0054,0.0007,0.0075,0.2985,0.0001
Port_Louis,0.0027,0.0005,0.0081,0.332,0.0
Porto-Novo,0.002,0.0007,0.0086,0.3423,0.0
Portsmouth,0.0104,0.0059,0.0113,0.3612,0.0004
Portugal,0.0128,0.076,0.0703,0.4793,0.0032
Portuguese_language,0.0138,0.0252,0.0302,0.4377,0.0013
Post-glacial_rebound,0.0057,0.0007,0.0077,0.3207,0.0
